,pursuer,victim,coefficient
16164,AE4811IC,AE2535ET,0.14285714285714285
16165,AE1497EA,AE7123IM,0.14285714285714285
16166,AE5030HX,AA4072OP,0.14285714285714285
16167,AE3931IO,AE4191HX,0.14285714285714285
16168,AE8556,AE5505EA,0.14285714285714285
16169,AE8111BA,AE5505EA,0.14285714285714285
16170,AE7205IA,AE7997CM,0.14285714285714285
16171,AE1096HT,AE1598BM,0.14285714285714285
16172,AE1151,AE1012EE,0.14285714285714285
16173,AE4043EA,AE1098AC,0.14285714285714285
16174,AE3235HH,AE8603CH,0.14285714285714285
16175,AE8099AA,AE9992BT,0.14285714285714285
16176,AE1517HB,AE3595IM,0.14285714285714285
16177,AE2500CP,AE3595IM,0.14285714285714285
16178,AE7788AB,AE5540HC,0.14285714285714285
16179,AE1104KA,AE5540HC,0.14285714285714285
16180,AE5472AA,AE0599HC,0.14285714285714285
16181,AE7523HP,AE4909IM,0.14285714285714285
16182,AE2670HI,AE8043EM,0.14285714285714285
16183,AE1304BT,AE2618IP,0.14285714285714285
16184,AE0732HI,AE4312IX,0.14285714285714285
16185,AE4043EA,AE7380IB,0.14285714285714285
16186,AE1123AB,AX5319CO,0.14285714285714285
16187,AE6525HM,AE1028,0.14285714285714285
16188,AE2510IT,AE1028,0.14285714285714285
16189,AE0935AB,AE7198IK,0.14285714285714285
16190,AE0576AX,AE7198IK,0.14285714285714285
16191,AE0035AB,AE8847HH,0.14285714285714285
16192,AE4434HI,99448AH,0.14285714285714285
16193,AE7787AA,KHK642,0.14285714285714285
16194,AE1600IE,AH8348HK,0.14285714285714285
16195,AE0505KB,AE0292IC,0.14285714285714285
16196,AE9584BK,AE7568,0.14285714285714285
16197,AE1883IO,AE7442EX,0.14285714285714285
16198,AE5411HP,AE1414HC,0.14285714285714285
16199,AE0140AA,AE5090HH,0.14285714285714285
16200,AE7706IE,54917AA,0.14285714285714285
16201,AE7019IM,54917AA,0.14285714285714285
16202,AE2080CE,KPC038,0.14285714285714285
16203,AE7271EX,AE8349IP,0.14285714285714285
16204,AE6365,AE0012BP,0.14285714285714285
16205,AE4372BM,AE0012BP,0.14285714285714285
16206,AE1444KO,AE6626HP,0.14285714285714285
16207,AEE04,14231HA,0.14285714285714285
16208,AE5440KB,AE3317IE,0.14285714285714285
16209,AE4536EK,AE4508BK,0.14285714285714285
16210,BA2717BB,AP7182EA,0.14285714285714285
16211,AE2369EH,AP7182EA,0.14285714285714285
16212,AE0638,AE7618HA,0.14285714285714285
16213,AE5797IK,AA8507TE,0.14285714285714285
16214,AE6725BH,AE8191EC,0.14285714285714285
16215,AE3609CA,AE8977IX,0.14285714285714285
16216,AE5719AA,AE1526HP,0.14285714285714285
16217,AE3408,AE3538AH,0.14285714285714285
16218,AA3951TA,AE6580IC,0.14285714285714285
16219,AP8100BM,AE1102,0.14285714285714285
16220,AE7990HX,AE0871HC,0.14285714285714285
16221,AE4778IO,AE0505HO,0.14285714285714285
16222,AE1914IH,AE5958ET,0.14285714285714285
16223,AE6033IX,AE5958ET,0.14285714285714285
16224,AE8175IE,AE8092,0.14285714285714285
16225,AE0217,AE8092,0.14285714285714285
16226,AE3970AA,AE8620,0.14285714285714285
16227,AE699AA,AE7529IM,0.14285714285714285
16228,AX8034AO,AP0661BH,0.14285714285714285
16229,AE8524EI,AE2375AA,0.14285714285714285
16230,31161AE,JZK778,0.14285714285714285
16231,AE6762CT,AE5009BI,0.14285714285714285
16232,AE0909,AE6040AI,0.14285714285714285
16233,AE9941AA,AE9444CP,0.14285714285714285
16234,AE7364AA,AE4058IO,0.14285714285714285
16235,AE0937AB,AE4058IO,0.14285714285714285
16236,AH3638EX,AE2303CP,0.14285714285714285
16237,AP3443CI,AE1005BP,0.14285714285714285
16238,AE7826AA,GGU172,0.14285714285714285
16239,AE0053HC,GGU172,0.14285714285714285
16240,AE5719AA,AE7744HC,0.14285714285714285
16241,GBR579,WPN64G5,0.14285714285714285
16242,EII2454P,AE1494IX,0.14285714285714285
16243,AE0924AI,AE7419HC,0.14285714285714285
16244,AE6236EE,AE5909IH,0.14285714285714285
16245,AE0755CT,AE6371CH,0.14285714285714285
16246,AE8422IO,AE3914BH,0.14285714285714285
16247,AE9330HK,AA4464HA,0.14285714285714285
16248,AE8869BT,AA4464HA,0.14285714285714285
16249,AE4210,AE4171,0.14285714285714285
16250,CEC043,AE4171,0.14285714285714285
16251,AE2583IB,AE9685KB,0.14285714285714285
16252,AE4231EE,AH1617BB,0.14285714285714285
16253,AE9943HB,AE0554HB,0.14285714285714285
16254,AE1323KB,AE0554HB,0.14285714285714285
16255,AE5817IP,AE0463IK,0.14285714285714285
16256,AE2490BE,AA6534TB,0.14285714285714285
16257,AE1129IC,BFH827,0.14285714285714285
16258,AE9907AO,AE8128CP,0.14285714285714285
16259,AE6030HB,AE7482ET,0.14285714285714285
16260,AE3307HA,AE7482ET,0.14285714285714285
16261,AE5745IC,AP5062OP,0.14285714285714285
16262,AE0091AH,AE4734IX,0.14285714285714285
16263,AA6638PH,AE2967CI,0.14285714285714285
16264,AE5525CH,AE2460BE,0.14285714285714285
16265,AE0556EO,AE2460BE,0.14285714285714285
16266,AE5411HP,RKLAR29,0.14285714285714285
16267,AE8200AT,AE6723CT,0.14285714285714285
16268,AE9040IO,AE6723CT,0.14285714285714285
16269,AE0235AE,AE6218HT,0.14285714285714285
16270,BI7697CK,AE3557,0.14285714285714285
16271,AE8009HK,AE6006CT,0.14285714285714285
16272,AE6335BE,AE0395IE,0.14285714285714285
16273,AP7900CB,AE4643EX,0.14285714285714285
16274,AE7530HB,AE4643EX,0.14285714285714285
16275,AE4897,AE6542IX,0.14285714285714285
16276,IAE66,CA5688BT,0.14285714285714285
16277,С3103АО,AE8256,0.14285714285714285
16278,AE7631HB,AE0525CE,0.14285714285714285
16279,AA1696MK,AE6761CB,0.14285714285714285
16280,AE3620CB,AE1868KC,0.14285714285714285
16281,AE9940EX,AE1868KC,0.14285714285714285
16282,EE1791,AE6502,0.14285714285714285
16283,AEE1791,AE6502,0.14285714285714285
16284,AE7472KC,AE9417CM,0.14285714285714285
16285,AE0222CA,AE0222BX,0.14285714285714285
16286,AE9083IT,17774AA,0.14285714285714285
16287,AE3111IA,AE2599BA,0.14285714285714285
16288,AA0571TK,AE6186EA,0.14285714285714285
16289,AE1879HB,AE6186EA,0.14285714285714285
16290,AE1157CX,AE1519CI,0.14285714285714285
16291,AE2287HH,AE5657EE,0.14285714285714285
16292,AE5186BB,AE9540BH,0.14285714285714285
16293,AE6493,AE6156CK,0.14285714285714285
16294,С6493СТ,AE6156CK,0.14285714285714285
16295,98533AA,AE7870IK,0.14285714285714285
16296,AE2213AB,AE7870IK,0.14285714285714285
16297,AE0537KA,AE8847HE,0.14285714285714285
16298,JUL672,AE8847HE,0.14285714285714285
16299,AE2780CP,AE9969IM,0.14285714285714285
16300,AE0887AB,AE0728EP,0.14285714285714285
16301,AE0202IX,AE8144IH,0.14285714285714285
16302,AE4909KB,AE0058CH,0.14285714285714285
16303,AE8876AX,AE1283HP,0.14285714285714285
16304,AE7866IT,AE1506AB,0.14285714285714285
16305,AE0249IA,AE6673CE,0.14285714285714285
16306,AE3764KC,AE5302HI,0.14285714285714285
16307,AE8431KB,AE5302HI,0.14285714285714285
16308,AE0748EE,AE7198IX,0.14285714285714285
16309,AE1975IO,AE2901,0.14285714285714285
16310,AE5946KC,AE5886HI,0.14285714285714285
16311,AE5847EM,KFP848,0.14285714285714285
16312,AE5789IK,LU2274W,0.14285714285714285
16313,AE1456AB,AE5007EK,0.14285714285714285
16314,AE0030HI,AE1744AI,0.14285714285714285
16315,AE0787BC,AE2913EB,0.14285714285714285
16316,AE7755IO,AE2913EB,0.14285714285714285
16317,AE0564IE,AE8500EH,0.14285714285714285
16318,AA6367OP,44142AH,0.14285714285714285
16319,AE5945,AE3190,0.14285714285714285
16320,AE9978EI,AE5579IC,0.14285714285714285
16321,AE0111CO,AE5454CE,0.14285714285714285
16322,AE166LP,AE2474KO,0.14285714285714285
16323,AE8184CH,AE2025IP,0.14285714285714285
16324,AE4671IM,AE0569,0.14285714285714285
16325,AE2081BX,AE0569,0.14285714285714285
16326,AE8124HE,AE0569,0.14285714285714285
16327,AE5992,AES63,0.14285714285714285
16328,AE7297,AE8090CM,0.14285714285714285
16329,AE5658CA,AE3611,0.14285714285714285
16330,AE2952IP,AE1966BT,0.14285714285714285
16331,AE1012IP,AE5235IH,0.14285714285714285
16332,AE2057IA,AE7800HX,0.14285714285714285
16333,AE1607AE,AA8597PX,0.14285714285714285
16334,AE8552CX,AE5078BT,0.14285714285714285
16335,AE0500AA,AE5078BT,0.14285714285714285
16336,AE7577BI,AE5078BT,0.14285714285714285
16337,AE5951EP,AE0479HI,0.14285714285714285
16338,AE6011BH,98245AH,0.14285714285714285
16339,AE5125EP,98245AH,0.14285714285714285
16340,AE5959EC,98245AH,0.14285714285714285
16341,AE1366EH,AE3035EX,0.14285714285714285
16342,AE3641,AE2533,0.14285714285714285
16343,AE7581HB,33952AB,0.14285714285714285
16344,AE570EF,AE7670HT,0.14285714285714285
16345,AE7601BT,AE2787EE,0.14285714285714285
16346,AE9997AA,AE5022IE,0.14285714285714285
16347,AE3514EP,AE3773CA,0.14285714285714285
16348,AE8145HH,AE4650HK,0.14285714285714285
16349,І0019КО,AE6225HO,0.14285714285714285
16350,AE4103AT,AE2365AK,0.14285714285714285
16351,AE6611IE,AE2365AK,0.14285714285714285
16352,AE5739CX,AE0102IB,0.14285714285714285
16353,AE4879HK,AE2120EM,0.14285714285714285
16354,С2523ВА,Е4166СР,0.14285714285714285
16355,AE8910AH,AH0041IE,0.14285714285714285
16356,AE2893AC,AE2310IT,0.14285714285714285
16357,AE9460EC,AE2310IT,0.14285714285714285
16358,AE1617HO,AE2310IT,0.14285714285714285
16359,AE8610IX,AE8896BK,0.14285714285714285
16360,AE1100KB,AE5960IK,0.14285714285714285
16361,AE7377HK,AE5960IK,0.14285714285714285
16362,AE0187IE,AE5960IK,0.14285714285714285
16363,AE5775CO,AE9961AM,0.14285714285714285
16364,AE8454HO,BA0100AE,0.14285714285714285
16365,KA3AK08,AP6903CA,0.14285714285714285
16366,AE5432IP,AP6903CA,0.14285714285714285
16367,AE0700HP,AE5271IO,0.14285714285714285
16368,AE0088EP,AE2464IO,0.14285714285714285
16369,AE0123CT,AP9624EC,0.14285714285714285
16370,AE8850CH,AP9624EC,0.14285714285714285
16371,AE0726AX,AE3851BH,0.14285714285714285
16372,AE0701EX,CA2988CE,0.14285714285714285
16373,AE7771AA,AE4910CH,0.14285714285714285
16374,AE7381ET,AE1312HB,0.14285714285714285
16375,AE1019ET,83008AA,0.14285714285714285
16376,AE4403,AE0159EX,0.14285714285714285
16377,AE0332HM,AE8861HE,0.14285714285714285
16378,AE4514HC,AE8861HE,0.14285714285714285
16379,AE5387EA,AE2054BP,0.14285714285714285
16380,AE9411AA,AE9843IX,0.14285714285714285
16381,AE7125KB,AP0384EA,0.14285714285714285
16382,AE0327IE,AP0384EA,0.14285714285714285
16383,AE8057,AE3785IK,0.14285714285714285
16384,AE7499CE,AP5252BI,0.14285714285714285
16385,91951AA,AE9132CM,0.14285714285714285
16386,AP6040EM,AE6491,0.14285714285714285
16387,AE1413KA,AE5578IE,0.14285714285714285
16388,AE2175IB,AE5578IE,0.14285714285714285
16389,AE4989IO,AE9664IM,0.14285714285714285
16390,AE4305BI,AE9664IM,0.14285714285714285
16391,29171AB,AE9573AH,0.14285714285714285
16392,AE3545IX,AE3301EA,0.14285714285714285
16393,AFK5463,AFH5463,0.14285714285714285
16394,AE2265,AFH5463,0.14285714285714285
16395,AE3399IO,AE2967HH,0.14285714285714285
16396,AE0470HO,AE6239EE,0.14285714285714285
16397,AE6463CP,AE8328IO,0.14285714285714285
16398,AE7300BX,AE8328IO,0.14285714285714285
16399,AE7847HI,AE0251CH,0.14285714285714285
16400,AE3707AA,AE0251CH,0.14285714285714285
16401,AE4308KE,AE7707EP,0.14285714285714285
16402,AE7096AB,AE5233,0.14285714285714285
16403,AE7965IP,AE5233,0.14285714285714285
16404,AE7042IE,AP6103CM,0.14285714285714285
16405,AE5885CP,AP6103CM,0.14285714285714285
16406,AE5226IB,AE0035CA,0.14285714285714285
16407,AE2566BH,AE6023EH,0.14285714285714285
16408,AE6374IA,AE4560HK,0.14285714285714285
16409,AE0108CB,AP9187EA,0.14285714285714285
16410,AE1706KC,AE3207CM,0.14285714285714285
16411,AE0277IM,AE7485ET,0.14285714285714285
16412,AE5092CI,AE7485ET,0.14285714285714285
16413,AE8309IB,AE9724HM,0.14285714285714285
16414,AE3636IO,AE9724HM,0.14285714285714285
16415,AE0863IM,AE9724HM,0.14285714285714285
16416,AE6090BH,AE2543IK,0.14285714285714285
16417,AH7085KB,AE2543IK,0.14285714285714285
16418,AE4646CA,AE2543IK,0.14285714285714285
16419,AE0770EA,AE0407BB,0.14285714285714285
16420,AE1841KC,AE9694BC,0.14285714285714285
16421,AE1870KO,AE9694BC,0.14285714285714285
16422,AE2523BA,AE8895CO,0.14285714285714285
16423,AE4877IM,BI2224CA,0.14285714285714285
16424,AE0760CE,AE3602,0.14285714285714285
16425,AE5650KC,AE0711HT,0.14285714285714285
16426,ACIOQ04,AE4123KA,0.14285714285714285
16427,AE7265BB,AE9044ET,0.14285714285714285
16428,AE6853KC,AE1210,0.14285714285714285
16429,AE7907IB,AA1083PT,0.14285714285714285
16430,AE6636IX,AE6975IH,0.14285714285714285
16431,AE3122CK,AE5939IP,0.14285714285714285
16432,AE0500AA,AE8575CH,0.14285714285714285
16433,AE2427AK,AE4050BK,0.14285714285714285
16434,AEO19,AE0192,0.14285714285714285
16435,AE0876CB,AE6246EI,0.14285714285714285
16436,AE6541HI,AE5926,0.14285714285714285
16437,KADHH08,DHH08,0.14285714285714285
16438,AE0433,AE0082CE,0.14285714285714285
16439,AE3377IE,AE8300CH,0.14285714285714285
16440,С0690ІС,AE4383EK,0.14285714285714285
16441,AE6745KA,AE3519AB,0.14285714285714285
16442,AE0005AA,AE3519AB,0.14285714285714285
16443,AE9220CK,AE0315BE,0.14285714285714285
16444,AE0431EO,AE8878EB,0.14285714285714285
16445,AE3251HH,AE6390AT,0.14285714285714285
16446,18157AH,AH6843IH,0.14285714285714285
16447,AE190SA,AE1905AI,0.14285714285714285
16448,AE5992,AE1905AI,0.14285714285714285
16449,AE8785IA,AE7297KC,0.14285714285714285
16450,AE7873HX,AE4931HC,0.14285714285714285
16451,AE3782IC,AE4931HC,0.14285714285714285
16452,AE4897IB,AP4161EO,0.14285714285714285
16453,AE7578HI,AP4161EO,0.14285714285714285
16454,AE2111EA,TBU4X89,0.14285714285714285
16455,AE9357EI,AE6523HE,0.14285714285714285
16456,AA2151IH,BI1517CI,0.14285714285714285
16457,FOH607,BI1517CI,0.14285714285714285
16458,AE7551BI,AE5290HB,0.14285714285714285
16459,AE3033CM,AE5290HB,0.14285714285714285
16460,AH2763KI,AE0012TT,0.14285714285714285
16461,AE1078IH,AE5174HX,0.14285714285714285
16462,AE1510AB,BI4274CT,0.14285714285714285
16463,AE9608HA,AE6252EI,0.14285714285714285
16464,RP63759,AE6252EI,0.14285714285714285
16465,AE2966IX,AE7879HP,0.14285714285714285
16466,AE5854IP,RP71536,0.14285714285714285
16467,AE2718BX,AE2984IM,0.14285714285714285
16468,AE2810BP,AE0629HB,0.14285714285714285
16469,AE7706IE,24265AE,0.14285714285714285
16470,AE7019IM,24265AE,0.14285714285714285
16471,AE0600BH,AE3028BI,0.14285714285714285
16472,AE8275HE,AE4480BM,0.14285714285714285
16473,AE3293KC,AE6975IB,0.14285714285714285
16474,AE0111BB,AE3121AE,0.14285714285714285
16475,AE4203KC,BA5029AE,0.14285714285714285
16476,AE0005EC,AE3339EP,0.14285714285714285
16477,AE0826BP,AP3477BO,0.14285714285714285
16478,AE3029IC,AE2960KE,0.14285714285714285
16479,AE3694CB,AE2960KE,0.14285714285714285
16480,BA9605BI,AE0249ET,0.14285714285714285
16481,AE7131IM,AE0249ET,0.14285714285714285
16482,AE8203BK,AE3142HM,0.14285714285714285
16483,57395AB,AE6823HH,0.14285714285714285
16484,AE4076KA,AE2869BH,0.14285714285714285
16485,AE0332EE,AE5843HT,0.14285714285714285
16486,AE7073BE,AE0505AC,0.14285714285714285
16487,53486AB,AE3769,0.14285714285714285
16488,AE0617HA,AE4896KC,0.14285714285714285
16489,AE4538EA,AE6066HM,0.14285714285714285
16490,93109AB,AE6066HM,0.14285714285714285
16491,AE3313IH,GDP897,0.14285714285714285
16492,AA5630TO,KPO798,0.14285714285714285
16493,AE9215IB,KPO798,0.14285714285714285
16494,AE8062KA,KPO798,0.14285714285714285
16495,AE2313BB,AE0406BA,0.14285714285714285
16496,AE1410EA,AE0406BA,0.14285714285714285
16497,AR3670,BK3670AX,0.14285714285714285
16498,AE9994AA,AE5397IK,0.14285714285714285
16499,AE8208BT,AE5055ET,0.14285714285714285
16500,JPZ279,AE5055ET,0.14285714285714285
16501,AE3161HT,AE0293CA,0.14285714285714285
16502,AE5080AA,AE2221BI,0.14285714285714285
16503,AE8684EK,AE8684,0.14285714285714285
16504,AE0101IO,AE1738BO,0.14285714285714285
16505,AE1115EA,AE4009IC,0.14285714285714285
16506,AE8683IX,AE4390BC,0.14285714285714285
16507,AE5453HO,AE0901EI,0.14285714285714285
16508,AE2552IK,AE7185EM,0.14285714285714285
16509,AE8686BI,AE0300EA,0.14285714285714285
16510,AE0827IP,AE2605IB,0.14285714285714285
16511,AE5917KC,AE1010CX,0.14285714285714285
16512,AE7282AB,AE1010CX,0.14285714285714285
16513,AE8853EX,AE9740IX,0.14285714285714285
16514,AE6754AB,AE0101IP,0.14285714285714285
16515,AE9758KB,AE0778HE,0.14285714285714285
16516,AK0611BM,AE3049KA,0.14285714285714285
16517,AE5221IH,AE4165,0.14285714285714285
16518,AE8899HM,AA8365PA,0.14285714285714285
16519,AA6785TB,AE8885EM,0.14285714285714285
16520,AE7818IK,AE0098AB,0.14285714285714285
16521,AE0576AX,AE0098AB,0.14285714285714285
16522,AE9574EX,AE0098AB,0.14285714285714285
16523,AP1996EH,AP3412EH,0.14285714285714285
16524,AE1919BX,AE7783BO,0.14285714285714285
16525,FAI4AA1,HTE14,0.14285714285714285
16526,AE6666EM,AE5487,0.14285714285714285
16527,AE1248KA,AE2735KB,0.14285714285714285
16528,AE2371,AE8001IM,0.14285714285714285
16529,AE1661BT,AE9376IB,0.14285714285714285
16530,AE2002HO,AE0200CE,0.14285714285714285
16531,AE9022IB,AE3697BX,0.14285714285714285
16532,BI5936BC,AE8641AP,0.14285714285714285
16533,AE6900IO,AE7740EI,0.14285714285714285
16534,AE5755EA,AE6279KA,0.14285714285714285
16535,AE1222AB,AE6279KA,0.14285714285714285
16536,AE1832EI,AE6279KA,0.14285714285714285
16537,AE8274EE,AE6817BI,0.14285714285714285
16538,AE1717EA,AE6512,0.14285714285714285
16539,AE2157IT,AE9691IE,0.14285714285714285
16540,AE4237BH,AE9691IE,0.14285714285714285
16541,AE0777MO,AE9691IE,0.14285714285714285
16542,AE4276KA,AE2795CB,0.14285714285714285
16543,AE8100EO,AE2441EP,0.14285714285714285
16544,AE8057,IH0010,0.14285714285714285
16545,XE0841,IH0010,0.14285714285714285
16546,BH9814HX,AE2546IK,0.14285714285714285
16547,AE5988,AE9081,0.14285714285714285
16548,AE5124IE,AE9081,0.14285714285714285
16549,AE2492HE,AE7579EX,0.14285714285714285
16550,AE1944AA,AA4672TB,0.14285714285714285
16551,AE7717CT,AE0837KB,0.14285714285714285
16552,AE2317IT,AE7239BE,0.14285714285714285
16553,AE9570AA,AE7509EP,0.14285714285714285
16554,AE0267AB,AE7509EP,0.14285714285714285
16555,AX4889AB,AE2405KE,0.14285714285714285
16556,AE7036,AEO800,0.14285714285714285
16557,AE1081BP,AE7072HB,0.14285714285714285
16558,AP0044AP,AE2983,0.14285714285714285
16559,BH7901CX,43403AE,0.14285714285714285
16560,AE5080HC,EO4301,0.14285714285714285
16561,04301II,EO4301,0.14285714285714285
16562,AE7651HO,EO4301,0.14285714285714285
16563,AE5752KC,80380AB,0.14285714285714285
16564,AE6108IC,80380AB,0.14285714285714285
16565,AE8895BK,AE1636CK,0.14285714285714285
16566,AE0243CI,AE0626HX,0.14285714285714285
16567,PLE34M7,AE0626HX,0.14285714285714285
16568,AE5885BC,AE888AA,0.14285714285714285
16569,HO0205BO,AE2558IK,0.14285714285714285
16570,KGV016,AE7312IO,0.14285714285714285
16571,AE5755,AE5755CA,0.14285714285714285
16572,AE3390AC,AE1409HB,0.14285714285714285
16573,AE2007HH,AE8660PA,0.14285714285714285
16574,AE6082BX,AE8660PA,0.14285714285714285
16575,AE8418,AE6817,0.14285714285714285
16576,AE986HB,AE7197IO,0.14285714285714285
16577,AE8624HT,JMC067,0.14285714285714285
16578,AE0711,AE0816,0.14285714285714285
16579,KE4166,AE0195,0.14285714285714285
16580,AA8351PA,AA5403TI,0.14285714285714285
16581,AE2990KB,AA5403TI,0.14285714285714285
16582,AE5553,AE8830AX,0.14285714285714285
16583,AE6100BK,AE2024HT,0.14285714285714285
16584,XE4876,XI4876,0.14285714285714285
16585,AE0104AK,AE9057HH,0.14285714285714285
16586,AE8740,AE8740EX,0.14285714285714285
16587,AE1071IT,AE0395CA,0.14285714285714285
16588,AE8434,AIH6650,0.14285714285714285
16589,AE8037EA,JZU04,0.14285714285714285
16590,AE9188KB,AE0717CO,0.14285714285714285
16591,AA6015,AE1229EO,0.14285714285714285
16592,AEW74,AE1229EO,0.14285714285714285
16593,AE2084,AE7199AA,0.14285714285714285
16594,AE9443KB,AE7199AA,0.14285714285714285
16595,AE9006BI,AE0923IH,0.14285714285714285
16596,AA6015,AE5149,0.14285714285714285
16597,AE5074BX,AE4138HB,0.14285714285714285
16598,AE9128HI,AE4138HB,0.14285714285714285
16599,AE9878IH,AE4424IM,0.14285714285714285
16600,BH5496EC,AE5022IC,0.14285714285714285
16601,AE8808BM,AE7735BB,0.14285714285714285
16602,AE5446AK,AE7351,0.14285714285714285
16603,AE1777EO,AE7908IH,0.14285714285714285
16604,AE0517BH,AE8121CX,0.14285714285714285
16605,AE9853EM,SK75361,0.14285714285714285
16606,AE5533CA,BA4332BT,0.14285714285714285
16607,AE8166AA,AE5018AB,0.14285714285714285
16608,AE3505IP,AE0099EI,0.14285714285714285
16609,AE4937,AP6535EM,0.14285714285714285
16610,AEOO9011,AE0090IT,0.14285714285714285
16611,AE4981IH,AE8779CX,0.14285714285714285
16612,CA779,CQ779,0.14285714285714285
16613,CR779,CQ779,0.14285714285714285
16614,AE5395AM,AE9069IM,0.14285714285714285
16615,AE7863IC,AE2656IB,0.14285714285714285
16616,AE5263IH,AE0759EM,0.14285714285714285
16617,Е3554ІХ,AE0759EM,0.14285714285714285
16618,AE8684EK,AE9181EA,0.14285714285714285
16619,AE0800IP,AA5687IX,0.14285714285714285
16620,AEO04,AE8417XA,0.14285714285714285
16621,AE0084HE,AE7174IM,0.14285714285714285
16622,AP1120MI,AE5900CT,0.14285714285714285
16623,AE7301KA,AE5239IP,0.14285714285714285
16624,AE3565,AE0107BC,0.14285714285714285
16625,С3565ІР,AE0107BC,0.14285714285714285
16626,ACA779,AE0107BC,0.14285714285714285
16627,AE8099AA,AE2205CM,0.14285714285714285
16628,AE0251EP,AE8547EP,0.14285714285714285
16629,AE4264KA,AE9453CK,0.14285714285714285
16630,HO0205BO,AE9453CK,0.14285714285714285
16631,AES451,AE4164EM,0.14285714285714285
16632,AE8736BE,AE4087IP,0.14285714285714285
16633,AE4713HX,AE9091IB,0.14285714285714285
16634,AE8803ET,AE5079IE,0.14285714285714285
16635,AE4713HX,AP9466CK,0.14285714285714285
16636,AE7118EA,AE1114BA,0.14285714285714285
16637,AE0176BO,AE1993BP,0.14285714285714285
16638,AE0202IX,AE2819,0.14285714285714285
16639,AE8299HH,AE8695,0.14285714285714285
16640,BA0694BM,AE7874KA,0.14285714285714285
16641,AE1883AM,AE2573IP,0.14285714285714285
16642,AE8833IA,AE6998KB,0.14285714285714285
16643,AE7496CI,AE6998KB,0.14285714285714285
16644,AE9492KB,AA6850PT,0.14285714285714285
16645,AE2002HX,AA6850PT,0.14285714285714285
16646,AE0194IB,AE0808BB,0.14285714285714285
16647,AE3664HC,AE0808BB,0.14285714285714285
16648,AE9834CX,AE6000BM,0.14285714285714285
16649,AA6111ME,AE8205BT,0.14285714285714285
16650,AE2734EE,AE8205BT,0.14285714285714285
16651,AE9739KB,AE2646KC,0.14285714285714285
16652,AE1031HK,WKZ62HC,0.14285714285714285
16653,AE0759AE,WKZ62HC,0.14285714285714285
16654,AE4248IX,AE8879IA,0.14285714285714285
16655,AE0616IM,AE8879IA,0.14285714285714285
16656,BT2604BH,AEO019,0.14285714285714285
16657,AE0100MX,AE1967IX,0.14285714285714285
16658,AE7771KB,AE1212IX,0.14285714285714285
16659,AE1216CX,AE1212IX,0.14285714285714285
16660,AE8389AT,AE5749EK,0.14285714285714285
16661,AH9834HM,AE5749EK,0.14285714285714285
16662,AE6424HE,AI4619EP,0.14285714285714285
16663,AE7455,AE5660HC,0.14285714285714285
16664,EO194,AE9548,0.14285714285714285
16665,AM4491AB,AE6079IP,0.14285714285714285
16666,AE1173AB,AP1207BK,0.14285714285714285
16667,AE9357KB,AE4401AK,0.14285714285714285
16668,AE0506MI,AE4401AK,0.14285714285714285
16669,DP30800,AE4994EK,0.14285714285714285
16670,SKLPP91,AE7207HT,0.14285714285714285
16671,AE9853EM,AE3110CA,0.14285714285714285
16672,AE6198EM,AE3110CA,0.14285714285714285
16673,AE4305BI,AE3110CA,0.14285714285714285
16674,AE1057AB,AE7578EA,0.14285714285714285
16675,DRG920,SZO5K39,0.14285714285714285
16676,AH0704HK,AE4343CB,0.14285714285714285
16677,AE1403AB,AE4711KA,0.14285714285714285
16678,HEZ778,AE2445KA,0.14285714285714285
16679,AA9582PI,AE1586IA,0.14285714285714285
16680,AP4967,AE8868EM,0.14285714285714285
16681,AX1924BE,AE1081KB,0.14285714285714285
16682,AE7178,AE7178IH,0.14285714285714285
16683,AE7546AX,AE9856HM,0.14285714285714285
16684,AE9804IE,AA8719EO,0.14285714285714285
16685,AE8851IP,AA8719EO,0.14285714285714285
16686,AE1109IA,BP4260CA,0.14285714285714285
16687,AX1838,WT19337,0.14285714285714285
16688,EK853KA,CG453KA,0.14285714285714285
16689,CE853KA,CG453KA,0.14285714285714285
16690,EG853KA,CG453KA,0.14285714285714285
16691,AE8723IT,CB1802BI,0.14285714285714285
16692,AE3101KB,AE7086,0.14285714285714285
16693,BA6135BI,BX2502BO,0.14285714285714285
16694,AE5785EP,AE0567AE,0.14285714285714285
16695,AE9147KB,AE3245BA,0.14285714285714285
16696,AE0603BI,AE3245BA,0.14285714285714285
16697,AE9910CB,AE3245BA,0.14285714285714285
16698,AE5640EH,AE8827EB,0.14285714285714285
16699,AE8875ET,AE8310EK,0.14285714285714285
16700,AE0930EH,AE3933CI,0.14285714285714285
16701,AE2057BP,77997AB,0.14285714285714285
16702,AA3648TO,AE7232BI,0.14285714285714285
16703,AE0039AB,AE7232BI,0.14285714285714285
16704,AE1274,AE7232BI,0.14285714285714285
16705,EO049,CI0049,0.14285714285714285
16706,AE0217CI,AE4073EA,0.14285714285714285
16707,AE0954BB,AX7393ET,0.14285714285714285
16708,AE2069,AX7393ET,0.14285714285714285
16709,AE5572IB,AE7488CI,0.14285714285714285
16710,AE8425KB,AE7488CI,0.14285714285714285
16711,AE2329KE,DP30600,0.14285714285714285
16712,AE8053IE,AE3992,0.14285714285714285
16713,EO228,AE3992,0.14285714285714285
16714,AE0366IB,AE2472EE,0.14285714285714285
