,pursuer,victim,coefficient
435,BS883GF,AE6170BC,0.10526315789473684
436,AE0172,EO172AX,0.10444177671068428
437,AE0180AX,AE4553HK,0.10416666666666667
438,AE5351AA,AE1965BP,0.10344827586206896
439,AE6415IH,AE1965BP,0.10344827586206896
440,AE8686IH,AE3836IH,0.10344827586206896
441,AE5716BB,AE4952IK,0.10344827586206896
442,AE4952IK,AE5716BB,0.10344827586206896
443,AE0172,AO172,0.10285714285714286
444,AE8371HB,AE6719EB,0.10256410256410256
445,AE5772EA,AE4967EK,0.10256410256410256
446,AE2509KB,AE4967EK,0.10256410256410256
447,AE0090IH,FZG16102,0.10256410256410256
448,AE0055KB,AX9505CE,0.10204081632653061
449,AA1265MC,AE2700AH,0.1
450,AE8934ET,AE7850CT,0.1
451,AE7339ET,AE7850CT,0.1
452,AE6969KB,AE4440BI,0.1
453,JCA506,AE4440BI,0.1
454,AE4952IK,AE1665IX,0.1
455,AE5716BB,AE1665IX,0.1
456,AE7554EM,AE1665IX,0.1
457,72907AB,AE7113EB,0.1
458,AA8558TE,AA1742TI,0.1
459,AE0172,С0172АХ,0.09990917347865577
460,AA0825PH,AE2137HI,0.09859154929577464
461,AE4192AH,AE0710BA,0.0975609756097561
462,AE8322KB,AE0710BA,0.0975609756097561
463,AE6147EM,AE0710BA,0.0975609756097561
464,AE6556IB,AE8987IO,0.0975609756097561
465,XE8987IO,AE8987IO,0.0975609756097561
466,IIAE6556,AE8987IO,0.0975609756097561
467,AE5565AI,AE9904CI,0.0975609756097561
468,AE6763IE,18706AH,0.0975609756097561
469,AE4562KA,DEU520,0.0975609756097561
470,Е0172АХ,С0172АХ,0.0971843778383288
471,AE7280IX,AE1803EM,0.09615384615384616
472,AE8322KB,AE4192AH,0.09523809523809523
473,AE6147EM,AE4192AH,0.09523809523809523
474,AE0710BA,AE4192AH,0.09523809523809523
475,AE4192AH,AE6147EM,0.09523809523809523
476,AE8322KB,AE6147EM,0.09523809523809523
477,AE0710BA,AE6147EM,0.09523809523809523
478,AE4192AH,AE8322KB,0.09523809523809523
479,AE6147EM,AE8322KB,0.09523809523809523
480,AE0710BA,AE8322KB,0.09523809523809523
481,AE5350EH,AE6763IE,0.09523809523809523
482,18706AH,AE6763IE,0.09523809523809523
483,AE9456EB,AE2756IP,0.09523809523809523
484,HGG997,AE2756IP,0.09523809523809523
485,AE4440BI,AE6969KB,0.09523809523809523
486,JCA506,AE6969KB,0.09523809523809523
487,AE3602CB,AE5667HO,0.09523809523809523
488,AE7094HT,AE8411EH,0.09523809523809523
489,AE9178HI,AE8411EH,0.09523809523809523
490,AE2219EO,AE4758IE,0.09523809523809523
491,AE9900EB,AE4758IE,0.09523809523809523
492,JNC208,AE4758IE,0.09523809523809523
493,AE2137HI,AA0825PH,0.0945945945945946
494,AE4414BC,AX8008BA,0.09433962264150944
495,4006Ч1,AP2868CI,0.09375
496,AE5246KB,JPV695,0.09375
497,AE7307HM,AE2232AK,0.09375
498,AE0078BC,AE9118EA,0.09375
499,AE4473IH,AE0662AB,0.09302325581395349
500,AE2893IA,AE6670EO,0.09302325581395349
501,AE8411EH,AE7094HT,0.09302325581395349
502,AE9178HI,AE7094HT,0.09302325581395349
503,AE5772EA,AE5934HO,0.09302325581395349
504,AE0427IK,AE5934HO,0.09302325581395349
505,AE5829CE,AA7890PT,0.09210526315789473
506,AE5788HX,AE4466HP,0.09090909090909091
507,AE6938CO,AE4466HP,0.09090909090909091
508,55135AE,AE4466HP,0.09090909090909091
509,AE7188CB,AE4466HP,0.09090909090909091
510,AE8638EE,AE9284KB,0.09090909090909091
511,AE8300CO,AE9284KB,0.09090909090909091
512,AE1548HT,BOT971,0.09090909090909091
513,AE0090IH,BOT971,0.09090909090909091
514,AE1548HT,AE0090IH,0.09090909090909091
515,BOT971,AE0090IH,0.09090909090909091
516,FZG16102,AE0090IH,0.09090909090909091
517,Е0172АХ,EO172AX,0.09003601440576231
518,AE4560IA,35602AE,0.08955223880597014
519,AE4466HP,AE5788HX,0.08888888888888889
520,AE6938CO,AE5788HX,0.08888888888888889
521,55135AE,AE5788HX,0.08888888888888889
522,AE7188CB,AE5788HX,0.08888888888888889
523,45130AE,AP8303BO,0.08888888888888889
524,AE0989IP,AE0990EP,0.08888888888888889
525,AE9080HA,AE0990EP,0.08888888888888889
526,AE2501CM,AE0990EP,0.08888888888888889
527,KCJ568,AE0990EP,0.08888888888888889
528,AE0989IP,AE9080HA,0.08888888888888889
529,AE0990EP,AE9080HA,0.08888888888888889
530,AE2501CM,AE9080HA,0.08888888888888889
531,KCJ568,AE9080HA,0.08888888888888889
532,AE2900EE,AE9252IK,0.08888888888888889
533,AE5911AI,AE9252IK,0.08888888888888889
534,AE6038HB,AE9252IK,0.08888888888888889
535,AE2685EC,AE9252IK,0.08888888888888889
536,AE3952KB,AE9252IK,0.08888888888888889
537,AE9961CX,AE2892CA,0.08888888888888889
538,AE0679HB,AE7701HH,0.08823529411764706
539,4006Ч1,AE4098EB,0.08823529411764706
540,AE4445HO,JHK317,0.08695652173913043
541,AE5772EA,JHK317,0.08695652173913043
542,AE7714IH,BH3808EM,0.08695652173913043
543,AE8686IH,BH3808EM,0.08695652173913043
544,AE3669BM,BH3808EM,0.08695652173913043
545,AE9225EO,AE3673EO,0.08695652173913043
546,AA0580PX,AE3673EO,0.08695652173913043
547,AE1317KE,AE3673EO,0.08695652173913043
548,AA4346TE,AE3673EO,0.08695652173913043
549,AE8882BM,AE3673EO,0.08695652173913043
550,AE9225EO,AE8882BM,0.08695652173913043
551,AA0580PX,AE8882BM,0.08695652173913043
552,AE1317KE,AE8882BM,0.08695652173913043
553,AA4346TE,AE8882BM,0.08695652173913043
554,AE3673EO,AE8882BM,0.08695652173913043
555,AE0172,AEO02,0.08571428571428572
556,AO172,AEO02,0.08571428571428572
557,AE9284KB,AE8638EE,0.08571428571428572
558,AE0990EP,AE0989IP,0.0851063829787234
559,AE9080HA,AE0989IP,0.0851063829787234
560,AE2501CM,AE0989IP,0.0851063829787234
561,KCJ568,AE0989IP,0.0851063829787234
562,AE0110EB,AE1073IH,0.0851063829787234
563,AE8412CO,AE1073IH,0.0851063829787234
564,AE0666CK,AE1073IH,0.0851063829787234
565,JHK317,AE4445HO,0.0851063829787234
566,AE5772EA,AE4445HO,0.0851063829787234
567,AE4562KA,AE2784ET,0.0851063829787234
568,AE8647KC,AE0201KC,0.0851063829787234
569,AE7384HM,AE4130AC,0.0851063829787234
570,AE7554EM,AE4130AC,0.0851063829787234
571,AE3231CA,AE4130AC,0.0851063829787234
572,AE4886EM,AE4130AC,0.0851063829787234
573,AE3534IP,AE4130AC,0.0851063829787234
574,AE7280IX,AE5854HO,0.0847457627118644
575,AE9300CA,AE4553HK,0.08333333333333333
576,AE3133IT,AE4553HK,0.08333333333333333
577,AE9118EA,AE0078BC,0.08333333333333333
578,AE4468IM,AE1490CO,0.08163265306122448
579,AE9284KB,AE8300CO,0.08108108108108109
580,AE0201KC,AE8647KC,0.08
581,AX8008BA,AE5565AI,0.07954545454545454
582,AE4562KA,AE1548HT,0.07894736842105263
583,AE7417AK,AE9981CI,0.07874015748031496
584,AE5157IC,AE1366KE,0.0784313725490196
585,AA3984MC,AE1366KE,0.0784313725490196
586,AE9210HO,AE1366KE,0.0784313725490196
587,AE0108BE,AE2265CH,0.0784313725490196
588,AE7127IP,AE2265CH,0.0784313725490196
589,AE0422CP,AE2265CH,0.0784313725490196
590,AE4995IC,AE2265CH,0.0784313725490196
591,AE0666CK,AE2589HI,0.07777777777777778
592,AP4686BI,AE2589HI,0.07777777777777778
593,AE3952KB,AE2892CA,0.07777777777777778
594,AE4473IH,AA7646TO,0.07692307692307693
595,AE5513AI,AA7646TO,0.07692307692307693
596,AE7475IK,AA7646TO,0.07692307692307693
597,AE0662AB,AA7646TO,0.07692307692307693
598,AE0814HM,AE1716KB,0.07692307692307693
599,AE7384HM,AE4886EM,0.07692307692307693
600,AE3231CA,AE4886EM,0.07692307692307693
601,AE4562KA,FZG16102,0.07692307692307693
602,AE4562KA,AE1803EM,0.07692307692307693
603,AE8955CT,AE1803EM,0.07692307692307693
604,AE5854HO,AE1803EM,0.07692307692307693
605,AE7788HE,AX8008BA,0.07547169811320754
606,AE7475IK,AE5513AI,0.07547169811320754
607,AE7714IH,AE3669BM,0.07547169811320754
608,AE8686IH,AE3669BM,0.07547169811320754
609,BH3808EM,AE3669BM,0.07547169811320754
610,AE2656IH,AE8274EE,0.07547169811320754
611,AE4004IA,AE8274EE,0.07547169811320754
612,AA7890PT,AE5829CE,0.07526881720430108
613,AE4441BC,AE7113EB,0.075
614,AE9098IA,AE7113EB,0.075
615,AE6230CH,AE7721EI,0.07407407407407407
616,AE9485EB,AE7721EI,0.07407407407407407
617,AE7197HA,AE7721EI,0.07407407407407407
618,AE2303HC,AE7721EI,0.07407407407407407
619,AE6141CP,AE7721EI,0.07407407407407407
620,AE0662AB,AE4473IH,0.07407407407407407
621,AE5918HI,AE3657AT,0.07368421052631578
622,AA5068KX,AE3657AT,0.07368421052631578
623,AE7417AK,AE3657AT,0.07368421052631578
624,AE1100CT,AE0242CH,0.07291666666666667
625,AE8910AH,AE0242CH,0.07291666666666667
626,AE0063CO,AE0242CH,0.07291666666666667
627,88887AA,AE0242CH,0.07291666666666667
628,AE1100CT,AE0063CO,0.07291666666666667
629,AE8910AH,AE0063CO,0.07291666666666667
630,AE0242CH,AE0063CO,0.07291666666666667
631,88887AA,AE0063CO,0.07291666666666667
632,AE8345HO,AE2756IP,0.07142857142857142
633,AE2892CA,AE8098EX,0.07142857142857142
634,AE8303ET,AE8098EX,0.07142857142857142
635,AE9961CX,AE8098EX,0.07142857142857142
636,BX9143BX,AE8098EX,0.07142857142857142
637,AE2707IC,AE8098EX,0.07142857142857142
638,AE7089HA,AE5667HO,0.07142857142857142
639,AE8989CX,AE5667HO,0.07142857142857142
640,AE5918HI,AE7417AK,0.07042253521126761
641,AE9981CI,AE7417AK,0.07042253521126761
642,AE7280IX,KOE587,0.07042253521126761
643,AE8686IH,AE7714IH,0.07017543859649122
644,BH3808EM,AE7714IH,0.07017543859649122
645,AE3669BM,AE7714IH,0.07017543859649122
646,AE5829CE,AE8836BB,0.07017543859649122
647,AA7890PT,AE8836BB,0.07017543859649122
648,AE9015IK,AE8836BB,0.07017543859649122
649,AE2050CE,AE2181IA,0.07
650,88887AA,AE2181IA,0.07
651,AE4321KE,AE2181IA,0.07
652,AE1128EX,AE2181IA,0.07
653,AE5271CP,AE2181IA,0.07
654,AP2868CI,4006Ч1,0.06976744186046512
655,AE4098EB,4006Ч1,0.06976744186046512
656,AE5513AI,AE0662AB,0.06976744186046512
657,AE7475IK,AE0662AB,0.06976744186046512
658,AA7646TO,AE0662AB,0.06976744186046512
659,AE7384HM,AE3534IP,0.06930693069306931
660,AE7554EM,AE3534IP,0.06930693069306931
661,AE3231CA,AE3534IP,0.06930693069306931
662,AE4441BC,AE4005IK,0.06930693069306931
